rbd;nom_lycee;commune;region;program_code;numero_unique;nom_programme_reconstruit;niveau;enseignement;type_formation;cod_espe;specialite_si_applicable;secteur_specialite_si_applicable;jornada;genre_programme;dependance;dependance_agregee;ruralite;convenio_pie;pace;paiement_matricula;paiement_mensualite;orientation_religieuse;orientation_religieuse_autre_detail;matricula_total_lycee;matricula_media_hc_jovenes;matricula_media_tp_jovenes;lycee_offre_hc_jovenes;lycee_offre_tp_jovenes;lycee_codes_specialites_annuaire;lycee_nb_specialites_annuaire;etat_etablissement;etablissement_avec_matricula;capacite_totale_programme;sieges_admission_total;sieges_reguliers;sieges_priority_student;sieges_integration;candidats_annee_precedente;ratio_demande_capacite_annee_precedente;lat_lycee;lon_lycee
20461;COLEGIO TECNICO PROFESIONAL SAN ESTEBAN;BULNES;NUBLE;131000000133;20461_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Sans information;Sans information;Sans information;;300;155;145;Oui;Oui;52010|64008;2;Fonctionne;Avec matrícula;80;77;65;12;0;112;1.4000;-36,739128;-72,304207
17902;COLEGIO TERESA DE LOS ANDES;BULNES;NUBLE;131000000133;17902_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;601;180;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;2;2;0;0;50;1.1111;-36,738781;-72,307617
3977;LICEO BICENTENARIO SANTA CRUZ DE LARQUI;BULNES;NUBLE;131000000133;3977_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;705;262;0;Oui;Non;;0;Fonctionne;Avec matrícula;68;22;22;0;0;21;0.3088;-36,743092;-72,299072
3976;LICEO MANUEL BULNES;BULNES;NUBLE;131000000133;3976_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;LAICA;481;289;123;Oui;Oui;41005|51009|61003;3;Fonctionne;Avec matrícula;126;91;91;0;0;84;0.6667;-36,73856;-72,296951
3865;COLEGIO ADVENTISTA DE CHILE;CHILLÁN;NUBLE;131000000132;3865_131000000132;1º medio — Général H-C — Mixte — jornada tarde;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Tarde;Mixte;Particulier subventionné;Particulier subventionné;Rural;Sans PIE;Sans PACE;$1.000 A $10.000;$25.001 A $50.000;Autre;ADVENTISTA DEL SEPTIMO DÍA;703;703;0;Oui;Non;;0;Fonctionne;Avec matrícula;172;164;138;26;0;217;1.2616;-36,638748;-71,995117
31087;COLEGIO ALCÁZARES DE ÑUBLE;CHILLÁN;NUBLE;131000000133;31087_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;799;169;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;33;33;0;0;18;0.2250;-36,62904;-72,053391
20316;COLEGIO ALTAZOR;CHILLÁN;NUBLE;131000000233;20316_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Sans information;Sans information;Sans information;;551;99;0;Oui;Non;;0;Fonctionne;Avec matrícula;36;8;8;0;0;13;0.3611;-36,606681;-72,0977985
18251;COLEGIO ALTURAS DE CHILLÁN;CHILLÁN;NUBLE;131000000133;18251_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Laïque;;604;170;0;Oui;Non;;0;Fonctionne;Avec matrícula;35;2;2;0;0;25;0.7143;-36,593071;-72,07048
31084;COLEGIO ANTAMARO;CHILLÁN;NUBLE;131000000133;31084_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;364;115;0;Oui;Non;;0;Fonctionne;Avec matrícula;34;11;11;0;0;11;0.3235;-36,62458;-72,120407
31116;COLEGIO BICENTENARIO ENRIQUE SALINAS BUSCOVICH;CHILLÁN;NUBLE;131000000133;31116_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;577;445;132;Oui;Oui;41005|51006;2;Fonctionne;Avec matrícula;186;174;146;28;0;93;0.5000;-36,596809;-72,092247
17908;COLEGIO BICENTENARIO PADRE ALBERTO HURTADO;CHILLÁN;NUBLE;131000000133;17908_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1155;89;265;Oui;Oui;52013|61003;2;Fonctionne;Avec matrícula;90;3;3;0;0;317;3.5222;-36,606819;-72,101021
3735;COLEGIO CHILLAN;CHILLÁN;NUBLE;131000000133;3735_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;778;410;0;Oui;Non;;0;Fonctionne;Avec matrícula;112;63;63;0;0;231;2.0625;-36,605541;-72,09761
18028;COLEGIO CIUDAD EDUCATIVA;CHILLÁN;NUBLE;131000000133;18028_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;882;288;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;29;29;0;0;18;0.2000;-36,627941;-72,057327
17794;COLEGIO CONCEPCION DE CHILLAN;CHILLÁN;NUBLE;131000000133;17794_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Laïque;;2568;716;0;Oui;Non;;0;Fonctionne;Avec matrícula;180;7;7;0;0;148;0.8222;-36,59412;-72,087341
3719;COLEGIO COYAM;CHILLÁN;NUBLE;131000000133;3719_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;610;264;0;Oui;Non;;0;Fonctionne;Avec matrícula;74;26;26;0;0;30;0.4054;-36,623619;-72,086487
17907;COLEGIO CREACIÓN CHILLÁN;CHILLÁN;NUBLE;131000000133;17907_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Laïque;;611;322;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;43;43;0;0;117;1.4625;-36,607445;-72,096992
17734;COLEGIO DA VINCI;CHILLÁN;NUBLE;131000000133;17734_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;341;118;0;Oui;Non;;0;Fonctionne;Avec matrícula;30;8;8;0;0;37;1.2333;-36,602188;-72,099403
3723;COLEGIO DARIO SALAS;CHILLÁN;NUBLE;131000000133;3723_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Autre;CATÓLICA Y EVANGÉLICA;744;260;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;47;47;0;0;23;0.2556;-36,59116;-72,09623
3711;COLEGIO DE LA PURISIMA CONCEPCION;CHILLÁN;NUBLE;131000000113;3711_131000000113;1º medio — Général H-C — Filles — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Filles;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;934;298;0;Oui;Non;;0;Fonctionne;Avec matrícula;84;22;22;0;0;41;0.4881;-36,607929;-72,097267
3733;COLEGIO GABRIELA MISTRAL;CHILLÁN;NUBLE;131000000133;3733_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;343;63;43;Oui;Oui;53015|64008;2;Fonctionne;Avec matrícula;32;8;8;0;0;10;0.3125;-36,61581;-72,119621
17920;COLEGIO HISPANO AMERICANO RIO VIEJO;CHILLÁN;NUBLE;131000000113;17920_131000000113;1º medio — Général H-C — Filles — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Filles;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Évangélique;;1079;313;0;Oui;Non;;0;Fonctionne;Avec matrícula;41;4;4;0;0;22;0.5366;-36,630619;-72,093071
17920;COLEGIO HISPANO AMERICANO RIO VIEJO;CHILLÁN;NUBLE;131000000123;17920_131000000123;1º medio — Général H-C — Garçons — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Garçons;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Évangélique;;1079;313;0;Oui;Non;;0;Fonctionne;Avec matrícula;43;2;2;0;0;32;0.7442;-36,630619;-72,093071
17737;COLEGIO PARROQUIAL SAN JOSE;CHILLÁN;NUBLE;131000000133;17737_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;312;58;37;Oui;Oui;61003;1;Fonctionne;Avec matrícula;45;20;20;0;0;4;0.0889;-36,620991;-72,077141
12001;COLEGIO PARTICULAR EVANGÉLICO BETANIA;CHILLÁN;NUBLE;131000000133;12001_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Évangélique;;563;200;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;57;57;0;0;11;0.1222;-36,61861;-72,078659
12050;COLEGIO POLIVALENTE DARIO SALAS;CHILLÁN;NUBLE;131000000133;12050_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Autre;LAICA;189;121;57;Oui;Oui;41005|63009;2;Fonctionne;Avec matrícula;225;210;186;24;0;28;0.1244;-36,591518;-72,095871
3730;COLEGIO SAGRADO CORAZÓN DE JESÚS;CHILLÁN;NUBLE;131000000133;3730_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;546;159;0;Oui;Non;;0;Fonctionne;Avec matrícula;43;3;3;0;0;37;0.8605;-36,613972;-72,116653
3728;COLEGIO SAN BUENAVENTURA;CHILLÁN;NUBLE;131000000133;3728_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$25.001 A $50.000;Catholique;;693;264;0;Oui;Non;;0;Fonctionne;Avec matrícula;72;5;5;0;0;153;2.1250;-36,60397;-72,096642
17895;COLEGIO SAN FERNANDO;CHILLÁN;NUBLE;131000000233;17895_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1534;435;0;Oui;Non;;0;Fonctionne;Avec matrícula;120;28;28;0;0;27;0.2250;-36,62384;-72,077171
3724;COLEGIO SAN VICENTE DE PAUL;CHILLÁN;NUBLE;131000000113;3724_131000000113;1º medio — Général H-C — Filles — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Filles;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;1007;353;0;Oui;Non;;0;Fonctionne;Avec matrícula;40;0;0;0;0;79;1.9750;-36,61018;-72,109581
3724;COLEGIO SAN VICENTE DE PAUL;CHILLÁN;NUBLE;131000000123;3724_131000000123;1º medio — Général H-C — Garçons — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Garçons;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;1007;353;0;Oui;Non;;0;Fonctionne;Avec matrícula;48;3;3;0;0;83;1.7292;-36,61018;-72,109581
3713;COLEGIO SEMINARIO PADRE ALBERTO HURTADO;CHILLÁN;NUBLE;131000000133;3713_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Catholique;;2144;670;0;Oui;Non;;0;Fonctionne;Avec matrícula;168;7;7;0;0;81;0.4821;-36,58873;-72,09494
17800;COLEGIO SYDNEY COLLEGE;CHILLÁN;NUBLE;131000000133;17800_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;$1.000 A $10.000;$25.001 A $50.000;Autre;ADVENTISTA DEL SEPTIMO DIA;1055;303;0;Oui;Non;;0;Fonctionne;Avec matrícula;76;2;2;0;0;81;1.0658;-36,625481;-72,078117
20424;ESCUELA ESPECIAL DE LENGUAJE Y ESCUELA BASICA MY COLLEGE;CHILLÁN;NUBLE;131000000133;20424_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Sans information;Sans information;Sans information;;1150;294;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;33;33;0;0;32;0.3556;-36,631908;-72,035027
3641;INSTITUTO INDUSTRIAL SUPERIOR DE CHILLÁN;CHILLÁN;NUBLE;131000000133;3641_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;356;0;356;Non;Oui;51009|52009|52010|52013|53014|53015;6;Fonctionne;Avec matrícula;210;206;174;32;0;92;0.4381;-36,599209;-72,107437
3718;INSTITUTO SANTA MARIA;CHILLÁN;NUBLE;131000000133;3718_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Catholique;;1576;469;0;Oui;Non;;0;Fonctionne;Avec matrícula;115;1;1;0;0;88;0.7652;-36,604309;-72,104523
3640;INSTITUTO SUPERIOR DE COMERCIO PROFESOR FERNANDO PÉREZ BECERRA;CHILLÁN;NUBLE;131000000131;3640_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;727;393;334;Oui;Oui;41002|41005|58033|58034;4;Fonctionne;Avec matrícula;266;250;210;40;0;140;0.5263;-36,60413;-72,109543
3642;INSTITUTO TÉCNICO MABEL CONDEMARÍN GRIMBERG;CHILLÁN;NUBLE;131000000111;3642_131000000111;1º medio — Général H-C — Filles — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Filles;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;374;168;206;Oui;Oui;61003|64001|64008;3;Fonctionne;Avec matrícula;150;141;118;23;0;54;0.3600;-36,605949;-72,104683
3739;LICEO BICENTENARIO DE EXCELENCIA AGRÍCOLA DE CHILLÁN - CATO;CHILLÁN;NUBLE;151052010113;3739_151052010113;1º medio — Spécialité TP — Mecánica Automotriz — Filles — jornada completa;1º medio;Enseñanza Media T-P Industrial Niños y Jóvenes;Spécialité TP;52010;Mecánica Automotriz;Metalmecánica;Completa;Filles;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Autre;CRISTIANA;322;0;322;Non;Oui;52010|72007;2;Fonctionne;Avec matrícula;7;7;5;2;0;3;0.4286;-36,549309;-72,026581
3739;LICEO BICENTENARIO DE EXCELENCIA AGRÍCOLA DE CHILLÁN - CATO;CHILLÁN;NUBLE;151052010123;3739_151052010123;1º medio — Spécialité TP — Mecánica Automotriz — Garçons — jornada completa;1º medio;Enseñanza Media T-P Industrial Niños y Jóvenes;Spécialité TP;52010;Mecánica Automotriz;Metalmecánica;Completa;Garçons;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Autre;CRISTIANA;322;0;322;Non;Oui;52010|72007;2;Fonctionne;Avec matrícula;38;38;32;6;0;29;0.7632;-36,549309;-72,026581
3739;LICEO BICENTENARIO DE EXCELENCIA AGRÍCOLA DE CHILLÁN - CATO;CHILLÁN;NUBLE;171072007113;3739_171072007113;1º medio — Spécialité TP — Agropecuaria (con mención) — Filles — jornada completa;1º medio;Enseñanza Media T-P Agrícola Niños y Jóvenes;Spécialité TP;72007;Agropecuaria (con mención);Agropecuario;Completa;Filles;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Autre;CRISTIANA;322;0;322;Non;Oui;52010|72007;2;Fonctionne;Avec matrícula;28;28;23;5;0;27;0.9643;-36,549309;-72,026581
3739;LICEO BICENTENARIO DE EXCELENCIA AGRÍCOLA DE CHILLÁN - CATO;CHILLÁN;NUBLE;171072007123;3739_171072007123;1º medio — Spécialité TP — Agropecuaria (con mención) — Garçons — jornada completa;1º medio;Enseñanza Media T-P Agrícola Niños y Jóvenes;Spécialité TP;72007;Agropecuaria (con mención);Agropecuario;Completa;Garçons;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Autre;CRISTIANA;322;0;322;Non;Oui;52010|72007;2;Fonctionne;Avec matrícula;62;59;49;10;0;41;0.6613;-36,549309;-72,026581
3643;LICEO BICENTENARIO DE EXCELENCIA MARTÍN RUIZ DE GAMBOA;CHILLÁN;NUBLE;131000000133;3643_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;75;38;31;Oui;Oui;41005|53014|64001;3;Fonctionne;Avec matrícula;60;58;49;9;0;9;0.1500;-36,61269;-72,114647
3638;LICEO BICENTENARIO MARTA BRUNET CÁRAVES;CHILLÁN;NUBLE;131000000133;3638_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;794;749;0;Oui;Non;;0;Fonctionne;Avec matrícula;252;220;195;25;0;107;0.4246;-36,60717;-72,107338
3657;LICEO LIBERTADOR BERNARDO O´HIGGINS RIQUELME;CHILLÁN;NUBLE;131000000133;3657_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;CATÓLICA/EVANGÉLICA;345;44;41;Oui;Oui;58034;1;Fonctionne;Avec matrícula;40;15;15;0;0;3;0.0750;-36,627151;-72,09343
3639;LICEO NARCISO TONDREAU;CHILLÁN;NUBLE;131000000133;3639_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;CATÓLICA/EVANGÉLICA;733;284;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;40;40;0;0;53;0.6625;-36,608051;-72,107727
17892;LICEO POLIVALENTE MARTA COLVIN ANDRADE;CHILLÁN;NUBLE;131000000133;17892_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;CATÓLICA-EVANGÉLICA;217;28;32;Oui;Oui;41005|53014;2;Fonctionne;Avec matrícula;30;8;8;0;0;2;0.0667;-36,618111;-72,079063
3662;LICEO REPÚBLICA DE ITALIA ARTURO BONOMETTI BROGI;CHILLÁN;NUBLE;131000000233;3662_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;605;175;0;Oui;Non;;0;Fonctionne;Avec matrícula;60;34;34;0;0;22;0.3667;-36,604012;-72,116791
17903;SEBASTIAN SCHOOL;CHILLÁN;NUBLE;131000000133;17903_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Laïque;;1254;343;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;1;1;0;0;83;0.9222;-36,621029;-72,106644
17735;COLEGIO BICENTENARIO DE EXCELENCIA DARIO SALAS CHILLAN VIEJO;CHILLÁN VIEJO;NUBLE;131000000133;17735_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1176;442;0;Oui;Non;;0;Fonctionne;Avec matrícula;126;40;40;0;0;20;0.1587;-36,627449;-72,124786
17838;COLEGIO TECNOLOGICO DARIO SALAS;CHILLÁN VIEJO;NUBLE;131000000133;17838_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;354;0;192;Non;Oui;53014|53015|58035;3;Fonctionne;Avec matrícula;84;61;61;0;0;4;0.0476;-36,61692;-72,131218
3656;LICEO POLIVALENTE JUAN PACHECO ALTAMIRANO;CHILLÁN VIEJO;NUBLE;131000000133;3656_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;417;118;44;Oui;Oui;61001|64001;2;Fonctionne;Avec matrícula;60;41;41;0;0;10;0.1667;-36,62355;-72,12513
18099;LICEO TOMAS LAGO;CHILLÁN VIEJO;NUBLE;131000000133;18099_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;291;100;0;Oui;Non;;0;Fonctionne;Avec matrícula;32;12;12;0;0;10;0.3125;-36,632111;-72,136368
4084;LICEO POLIVALENTE DIEGO MISSENE BURGOS;COBQUECURA;NUBLE;131000000133;4084_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;213;129;45;Oui;Oui;52013|61003|63011;3;Fonctionne;Avec matrícula;70;40;40;0;0;54;0.7714;-36,132309;-72,791428
18124;COLEGIO SANTA TERESITA;COELEMU;NUBLE;131000000133;18124_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Laïque;;468;143;0;Oui;Non;;0;Fonctionne;Avec matrícula;37;0;0;0;0;21;0.5676;-36,506241;-72,715218
