rbd;program_code;lat;lon;total_capacity;total_admission_seats;integration_student_seats;priority_student_seats;high_selectivity_seats_transitional;high_selectivity_seats_ranking;regular_seats;true_applicants_last_year;calibration_2024_imputed;calibration_2024_imputation_method;program_lottery_population_2024;priority_share_priority_sibling_2024;cum_share_before_priority_sibling_2024;cum_share_through_priority_sibling_2024;priority_share_priority_student_2024;cum_share_before_priority_student_2024;cum_share_through_priority_student_2024;priority_share_priority_parent_civil_servant_2024;cum_share_before_priority_parent_civil_servant_2024;cum_share_through_priority_parent_civil_servant_2024;priority_share_priority_ex_student_2024;cum_share_before_priority_ex_student_2024;cum_share_through_priority_ex_student_2024;priority_share_no_priority_2024;cum_share_before_no_priority_2024;cum_share_through_no_priority_2024
24756;131000000133;-33,56116;-70,56903;80;4;0;0;0;0;4;140;FALSE;observed_2024_program_match;229;0.0262008734;0;0.0262008734;0;0.0262008734;0.0262008734;0;0.0262008734;0.0262008734;0.0174672489;0.0262008734;0.0436681223;0.9563318777;0.0436681223;1
24759;131000000133;-33,39028;-71,12771;39;4;0;0;0;0;4;137;FALSE;observed_2024_program_match;222;0.036036036;0;0.036036036;0;0.036036036;0.036036036;0;0.036036036;0.036036036;0;0.036036036;0.036036036;0.963963964;0.036036036;1
24766;131000000131;-33,53767;-70,58907;75;50;0;0;0;0;50;33;FALSE;observed_2024_program_match;62;0.0161290323;0;0.0161290323;0.1129032258;0.0161290323;0.1290322581;0;0.1290322581;0.1290322581;0.0161290323;0.1290322581;0.1451612903;0.8548387097;0.1451612903;1
24769;131000000131;-33,36128;-70,7209;90;14;0;0;0;0;14;120;FALSE;observed_2024_program_match;210;0.0142857143;0;0.0142857143;0.0095238095;0.0142857143;0.0238095238;0;0.0238095238;0.0238095238;0.0238095238;0.0238095238;0.0476190476;0.9523809524;0.0476190476;1
24790;131000000133;-33,46534;-70,73305;43;8;0;0;0;0;8;29;FALSE;observed_2024_program_match;52;0.0192307692;0;0.0192307692;0.0192307692;0.0192307692;0.0384615385;0;0.0384615385;0.0384615385;0;0.0384615385;0.0384615385;0.9615384615;0.0384615385;1
24800;131000000133;-33,53109;-70,5845;32;10;0;2;0;0;8;17;FALSE;observed_2024_program_match;45;0.0222222222;0;0.0222222222;0.0222222222;0.0222222222;0.0444444444;0;0.0444444444;0.0444444444;0.0222222222;0.0444444444;0.0666666667;0.9333333333;0.0666666667;1
24812;131000000123;-33,40133;-70,72015;80;40;0;0;0;0;40;55;FALSE;observed_2024_program_match;150;0.02;0;0.02;0.04;0.02;0.06;0;0.06;0.06;0.0266666667;0.06;0.0866666667;0.9133333333;0.0866666667;1
24828;131000000133;-33,402481;-70,711689;135;82;0;0;0;0;82;304;FALSE;observed_2024_program_match;613;0.0146818923;0;0.0146818923;0.0195758564;0.0146818923;0.0342577488;0;0.0342577488;0.0342577488;0.0016313214;0.0342577488;0.0358890701;0.9641109299;0.0358890701;1
24843;131000000133;-33,42981;-70,77083;70;2;0;0;0;0;2;196;FALSE;observed_2024_program_match;342;0.0350877193;0;0.0350877193;0;0.0350877193;0.0350877193;0;0.0350877193;0.0350877193;0.0087719298;0.0350877193;0.0438596491;0.9561403509;0.0438596491;1
24856;131000000133;-33,67551;-70,94299;76;22;0;0;0;0;22;19;FALSE;observed_2024_program_match;66;0.0454545455;0;0.0454545455;0.0454545455;0.0454545455;0.0909090909;0;0.0909090909;0.0909090909;0.0606060606;0.0909090909;0.1515151515;0.8484848485;0.1515151515;1
24864;131000000133;-33,56055;-70,56759;70;44;0;0;0;0;44;38;FALSE;observed_2024_program_match;105;0.0285714286;0;0.0285714286;0.0571428571;0.0285714286;0.0857142857;0;0.0857142857;0.0857142857;0.0285714286;0.0857142857;0.1142857143;0.8857142857;0.1142857143;1
24878;131000000133;-33,58122;-70,59731;495;329;0;0;0;0;329;160;FALSE;observed_2024_program_match;306;0.0555555556;0;0.0555555556;0.160130719;0.0555555556;0.2156862745;0;0.2156862745;0.2156862745;0.0261437908;0.2156862745;0.2418300654;0.7581699346;0.2418300654;1
24885;131000000133;-33,62187;-70,62803;180;63;0;0;0;0;63;88;FALSE;observed_2024_program_match;171;0.0701754386;0;0.0701754386;0.0526315789;0.0701754386;0.1228070175;0;0.1228070175;0.1228070175;0.0643274854;0.1228070175;0.1871345029;0.8128654971;0.1871345029;1
24889;131000000233;-33,46235895;-70,75262886;111;47;0;0;0;0;47;57;FALSE;observed_2024_program_match;133;0.030075188;0;0.030075188;0.0526315789;0.030075188;0.0827067669;0;0.0827067669;0.0827067669;0.007518797;0.0827067669;0.0902255639;0.9097744361;0.0902255639;1
24892;131000000133;-33,61453;-70,56963;45;18;0;0;0;0;18;5;FALSE;observed_2024_program_match;14;0;0;0;0.1428571429;0;0.1428571429;0;0.1428571429;0.1428571429;0;0.1428571429;0.1428571429;0.8571428571;0.1428571429;1
24892;131000000233;-33,6198995;-70,589998;45;24;0;0;0;0;24;5;FALSE;observed_2024_program_match;20;0;0;0;0.15;0;0.15;0;0.15;0.15;0.05;0.15;0.2;0.8;0.2;1
24894;131000000233;-33,58592;-70,57465;45;4;0;0;0;0;4;18;FALSE;observed_2024_program_match;28;0.0357142857;0;0.0357142857;0;0.0357142857;0.0357142857;0;0.0357142857;0.0357142857;0;0.0357142857;0.0357142857;0.9642857143;0.0357142857;1
24898;131000000131;-33,56459;-70,78661;62;37;0;0;0;0;37;75;FALSE;observed_2024_program_match;118;0.0338983051;0;0.0338983051;0.0423728814;0.0338983051;0.0762711864;0.0084745763;0.0762711864;0.0847457627;0.0254237288;0.0847457627;0.1101694915;0.8898305085;0.1101694915;1
24903;131000000133;-33,56714;-70,79005;70;9;0;0;0;0;9;175;FALSE;observed_2024_program_match;246;0.012195122;0;0.012195122;0.0040650407;0.012195122;0.0162601626;0;0.0162601626;0.0162601626;0.0162601626;0.0162601626;0.0325203252;0.9674796748;0.0325203252;1
24913;131000000111;-33,68709;-71,21631;28;10;0;0;0;0;10;35;FALSE;observed_2024_program_match;88;0;0;0;0.0113636364;0;0.0113636364;0;0.0113636364;0.0113636364;0;0.0113636364;0.0113636364;0.9886363636;0.0113636364;1
24935;131000000133;-33,624774;-70,608355;75;53;0;0;0;0;53;14;FALSE;observed_2024_program_match;30;0;0;0;0.2333333333;0;0.2333333333;0;0.2333333333;0.2333333333;0.0333333333;0.2333333333;0.2666666667;0.7333333333;0.2666666667;1
24946;131000000133;-33,56435;-70,63014;270;58;0;0;0;0;58;164;FALSE;observed_2024_program_match;374;0.0213903743;0;0.0213903743;0.0213903743;0.0213903743;0.0427807487;0;0.0427807487;0.0427807487;0.0374331551;0.0427807487;0.0802139037;0.9197860963;0.0802139037;1
24956;131000000123;-33,5953631;-70,61496667;70;5;0;0;0;0;5;29;FALSE;observed_2024_program_match;52;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
24963;131000000133;-33,67386;-70,99278;45;2;0;0;0;0;2;21;FALSE;observed_2024_program_match;55;0.0181818182;0;0.0181818182;0;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0363636364;0.0363636364;0.0363636364;0.0727272727;0.9272727273;0.0727272727;1
24966;131000000133;-33,4626;-70,73755;37;8;0;0;0;0;8;57;FALSE;observed_2024_program_match;110;0.0181818182;0;0.0181818182;0.0090909091;0.0181818182;0.0272727273;0;0.0272727273;0.0272727273;0.0363636364;0.0272727273;0.0636363636;0.9363636364;0.0636363636;1
24978;131000000133;-33,6162349;-70,6110026;315;176;0;0;0;0;176;232;FALSE;observed_2024_program_match;407;0.0712530713;0;0.0712530713;0.0638820639;0.0712530713;0.1351351351;0;0.1351351351;0.1351351351;0.0294840295;0.1351351351;0.1646191646;0.8353808354;0.1646191646;1
24995;131000000133;-33,62338;-70,57767;35;17;0;0;0;0;17;12;FALSE;observed_2024_program_match;36;0.0277777778;0;0.0277777778;0.0555555556;0.0277777778;0.0833333333;0;0.0833333333;0.0833333333;0.0277777778;0.0833333333;0.1111111111;0.8888888889;0.1111111111;1
25012;131000000133;-33,68112;-71,19422;120;36;0;0;0;0;36;285;FALSE;observed_2024_program_match;412;0.0315533981;0;0.0315533981;0.0121359223;0.0315533981;0.0436893204;0;0.0436893204;0.0436893204;0.0072815534;0.0436893204;0.0509708738;0.9490291262;0.0509708738;1
25026;131000000133;-33,60595;-70,86354;90;45;0;0;0;0;45;41;FALSE;observed_2024_program_match;105;0.0380952381;0;0.0380952381;0.0571428571;0.0380952381;0.0952380952;0;0.0952380952;0.0952380952;0.0285714286;0.0952380952;0.1238095238;0.8761904762;0.1238095238;1
25027;131000000133;-33,58344;-70,61534;72;21;0;0;0;0;21;83;FALSE;observed_2024_program_match;126;0.0396825397;0;0.0396825397;0.0238095238;0.0396825397;0.0634920635;0;0.0634920635;0.0634920635;0.0079365079;0.0634920635;0.0714285714;0.9285714286;0.0714285714;1
25028;131000000131;-33,484847;-70,562699;88;27;0;0;0;0;27;34;FALSE;observed_2024_program_match;79;0.0126582278;0;0.0126582278;0.0506329114;0.0126582278;0.0632911392;0;0.0632911392;0.0632911392;0.0379746835;0.0632911392;0.1012658228;0.8987341772;0.1012658228;1
25032;131000000133;-33,20448;-70,67254;135;69;0;0;0;0;69;78;FALSE;observed_2024_program_match;190;0.0421052632;0;0.0421052632;0.0526315789;0.0421052632;0.0947368421;0;0.0947368421;0.0947368421;0.0421052632;0.0947368421;0.1368421053;0.8631578947;0.1368421053;1
25038;131000000131;-33,68062;-71,19308;34;9;0;0;0;0;9;151;FALSE;observed_2024_program_match;264;0.0113636364;0;0.0113636364;0.0037878788;0.0113636364;0.0151515152;0;0.0151515152;0.0151515152;0.0113636364;0.0151515152;0.0265151515;0.9734848485;0.0265151515;1
25050;131000000133;-33,580614;-70,559771;90;49;0;0;0;0;49;22;FALSE;observed_2024_program_match;58;0.0344827586;0;0.0344827586;0.1206896552;0.0344827586;0.1551724138;0;0.1551724138;0.1551724138;0.0172413793;0.1551724138;0.1724137931;0.8275862069;0.1724137931;1
25059;131000000131;-33,57508;-70,55671;42;8;0;0;0;0;8;19;FALSE;observed_2024_program_match;42;0.0238095238;0;0.0238095238;0.0238095238;0.0238095238;0.0476190476;0;0.0476190476;0.0476190476;0;0.0476190476;0.0476190476;0.9523809524;0.0476190476;1
25059;131000000132;-33,57508;-70,55671;42;12;0;0;0;0;12;5;FALSE;observed_2024_program_match;8;0.125;0;0.125;0.125;0.125;0.25;0;0.25;0.25;0;0.25;0.25;0.75;0.25;1
25061;131000000133;-33,61452;-70,59302;84;60;0;2;0;0;58;58;FALSE;observed_2024_program_match;125;0.024;0;0.024;0.072;0.024;0.096;0;0.096;0.096;0.032;0.096;0.128;0.872;0.128;1
25070;131000000133;-33,58369;-70,55398;80;26;0;0;0;0;26;23;FALSE;observed_2024_program_match;36;0.0555555556;0;0.0555555556;0.0833333333;0.0555555556;0.1388888889;0;0.1388888889;0.1388888889;0;0.1388888889;0.1388888889;0.8611111111;0.1388888889;1
25071;131000000133;-33,56407;-70,5536;90;54;0;0;0;0;54;24;FALSE;observed_2024_program_match;53;0.0377358491;0;0.0377358491;0.1509433962;0.0377358491;0.1886792453;0;0.1886792453;0.1886792453;0.0188679245;0.1886792453;0.2075471698;0.7924528302;0.2075471698;1
25082;131000000133;-33,55706;-70,61751;76;6;0;0;0;0;6;41;FALSE;observed_2024_program_match;75;0.0266666667;0;0.0266666667;0;0.0266666667;0.0266666667;0;0.0266666667;0.0266666667;0.04;0.0266666667;0.0666666667;0.9333333333;0.0666666667;1
25084;131000000133;-33,60757;-70,56218;60;31;0;0;0;0;31;22;FALSE;observed_2024_program_match;42;0.0238095238;0;0.0238095238;0.0952380952;0.0238095238;0.119047619;0;0.119047619;0.119047619;0.0238095238;0.119047619;0.1428571429;0.8571428571;0.1428571429;1
25085;131000000133;-33,40201;-70,72864;45;45;0;7;0;0;38;22;FALSE;observed_2024_program_match;62;0;0;0;0.0967741935;0;0.0967741935;0;0.0967741935;0.0967741935;0;0.0967741935;0.0967741935;0.9032258065;0.0967741935;1
25091;131000000133;-33,46718;-70,75343;228;64;0;0;0;0;64;130;FALSE;observed_2024_program_match;254;0.0196850394;0;0.0196850394;0.0354330709;0.0196850394;0.0551181102;0;0.0551181102;0.0551181102;0.0236220472;0.0551181102;0.0787401575;0.9212598425;0.0787401575;1
25094;131000000133;-33,61031;-70,54758;44;15;0;0;0;0;15;59;FALSE;observed_2024_program_match;98;0.0204081633;0;0.0204081633;0.0204081633;0.0204081633;0.0408163265;0;0.0408163265;0.0408163265;0.0306122449;0.0408163265;0.0714285714;0.9285714286;0.0714285714;1
25095;131000000131;-33,70636;-71,21937;45;44;0;7;0;0;37;14;FALSE;observed_2024_program_match;29;0.0344827586;0;0.0344827586;0.2068965517;0.0344827586;0.2413793103;0;0.2413793103;0.2413793103;0;0.2413793103;0.2413793103;0.7586206897;0.2413793103;1
25101;131000000133;-33,45952;-70,53472;111;12;0;0;0;0;12;113;FALSE;observed_2024_program_match;165;0.0060606061;0;0.0060606061;0.0060606061;0.0060606061;0.0121212121;0.0060606061;0.0121212121;0.0181818182;0;0.0181818182;0.0181818182;0.9818181818;0.0181818182;1
25114;131000000133;-33,58305;-70,62743;87;23;0;0;0;0;23;87;FALSE;observed_2024_program_match;141;0.0354609929;0;0.0354609929;0.0212765957;0.0354609929;0.0567375887;0;0.0567375887;0.0567375887;0.0354609929;0.0567375887;0.0921985816;0.9078014184;0.0921985816;1
25121;131000000133;-33,189682;-70,6612098;152;15;0;0;0;0;15;144;FALSE;observed_2024_program_match;237;0.0253164557;0;0.0253164557;0.0084388186;0.0253164557;0.0337552743;0;0.0337552743;0.0337552743;0.0168776371;0.0337552743;0.0506329114;0.9493670886;0.0506329114;1
25132;131000000133;-33,282959;-70,884583;123;89;0;0;0;0;89;267;FALSE;observed_2024_program_match;424;0.0117924528;0;0.0117924528;0.0306603774;0.0117924528;0.0424528302;0;0.0424528302;0.0424528302;0.0188679245;0.0424528302;0.0613207547;0.9386792453;0.0613207547;1
25136;131000000133;-33,61619;-70,61112;135;115;0;21;0;0;94;23;FALSE;observed_2024_program_match;79;0.1392405063;0;0.1392405063;0.2151898734;0.1392405063;0.3544303797;0;0.3544303797;0.3544303797;0;0.3544303797;0.3544303797;0.6455696203;0.3544303797;1
25138;131000000233;-33,4019733;-70,65726187;40;0;0;0;0;0;0;147;FALSE;observed_2024_program_match;232;0.0086206897;0;0.0086206897;0;0.0086206897;0.0086206897;0;0.0086206897;0.0086206897;0;0.0086206897;0.0086206897;0.9913793103;0.0086206897;1
25153;131000000133;-33,5490448;-70,5672726;160;76;0;6;0;0;70;82;FALSE;observed_2024_program_match;142;0.0281690141;0;0.0281690141;0.0774647887;0.0281690141;0.1056338028;0;0.1056338028;0.1056338028;0.0211267606;0.1056338028;0.1267605634;0.8732394366;0.1267605634;1
25160;131000000131;-33,51186;-70,77128;27;9;0;0;0;0;9;27;FALSE;observed_2024_program_match;49;0.0408163265;0;0.0408163265;0.0204081633;0.0408163265;0.0612244898;0;0.0612244898;0.0612244898;0.0408163265;0.0612244898;0.1020408163;0.8979591837;0.1020408163;1
25166;131000000133;-33,6014;-70,58575;74;19;0;0;0;0;19;39;FALSE;observed_2024_program_match;98;0.0204081633;0;0.0204081633;0.0204081633;0.0204081633;0.0408163265;0;0.0408163265;0.0408163265;0.0306122449;0.0408163265;0.0714285714;0.9285714286;0.0714285714;1
25171;131000000131;-33,58218;-70,58166;90;60;0;0;0;0;60;43;FALSE;observed_2024_program_match;72;0.0972222222;0;0.0972222222;0.125;0.0972222222;0.2222222222;0;0.2222222222;0.2222222222;0;0.2222222222;0.2222222222;0.7777777778;0.2222222222;1
25182;131000000133;-33,36518;-70,70551;70;62;0;11;0;0;51;47;FALSE;observed_2024_program_match;105;0.0285714286;0;0.0285714286;0.0857142857;0.0285714286;0.1142857143;0;0.1142857143;0.1142857143;0;0.1142857143;0.1142857143;0.8857142857;0.1142857143;1
25185;131000000133;-33,42901;-70,67616;78;5;0;0;0;0;5;156;FALSE;observed_2024_program_match;303;0.0099009901;0;0.0099009901;0;0.0099009901;0.0099009901;0;0.0099009901;0.0099009901;0.0099009901;0.0099009901;0.0198019802;0.9801980198;0.0198019802;1
25196;131000000133;-33,53134;-70,58445;64;36;0;0;0;0;36;33;FALSE;observed_2024_program_match;55;0.1090909091;0;0.1090909091;0.0909090909;0.1090909091;0.2;0;0.2;0.2;0.0181818182;0.2;0.2181818182;0.7818181818;0.2181818182;1
25197;131000000133;-33,50822;-70,74214;32;18;0;0;0;0;18;10;FALSE;observed_2024_program_match;20;0;0;0;0.1;0;0.1;0;0.1;0.1;0.05;0.1;0.15;0.85;0.15;1
25198;131000000133;-33,48429;-70,74619;210;18;0;0;0;0;18;195;FALSE;observed_2024_program_match;347;0.0115273775;0;0.0115273775;0.0057636888;0.0115273775;0.0172910663;0;0.0172910663;0.0172910663;0.0115273775;0.0172910663;0.0288184438;0.9711815562;0.0288184438;1
25215;131000000133;-33,45848;-70,75965;135;20;0;0;0;0;20;124;FALSE;observed_2024_program_match;222;0.018018018;0;0.018018018;0.0135135135;0.018018018;0.0315315315;0.0045045045;0.0315315315;0.036036036;0.0495495495;0.036036036;0.0855855856;0.9144144144;0.0855855856;1
25218;131000000133;-33,58709;-70,55654;90;13;0;0;0;0;13;25;FALSE;observed_2024_program_match;40;0.025;0;0.025;0.025;0.025;0.05;0;0.05;0.05;0;0.05;0.05;0.95;0.05;1
25220;131000000133;-33,55679;-70,61991;90;53;0;0;0;0;53;62;FALSE;observed_2024_program_match;136;0.0294117647;0;0.0294117647;0.0514705882;0.0294117647;0.0808823529;0;0.0808823529;0.0808823529;0.0367647059;0.0808823529;0.1176470588;0.8823529412;0.1176470588;1
25223;131000000133;-33,585;-70,56358;86;3;0;3;0;0;0;36;FALSE;observed_2024_program_match;53;0;0;0;0;0;0;0;0;0;0.0188679245;0;0.0188679245;0.9811320755;0.0188679245;1
25238;131000000131;-33,5624;-70,79082;84;7;0;0;0;0;7;130;FALSE;observed_2024_program_match;172;0.023255814;0;0.023255814;0.0058139535;0.023255814;0.0290697674;0;0.0290697674;0.0290697674;0.0174418605;0.0290697674;0.0465116279;0.9534883721;0.0465116279;1
25250;131000000113;-33,59564;-70,62037;70;5;0;0;0;0;5;35;FALSE;observed_2024_program_match;65;0.0153846154;0;0.0153846154;0;0.0153846154;0.0153846154;0;0.0153846154;0.0153846154;0;0.0153846154;0.0153846154;0.9846153846;0.0153846154;1
25256;131000000233;-33,55186;-70,67614;80;6;0;0;0;0;6;148;FALSE;observed_2024_program_match;283;0.0141342756;0;0.0141342756;0;0.0141342756;0.0141342756;0;0.0141342756;0.0141342756;0.0176678445;0.0141342756;0.0318021201;0.9681978799;0.0318021201;1
25258;131000000133;-33,495776;-70,766509;66;31;0;0;0;0;31;129;FALSE;observed_2024_program_match;232;0.0215517241;0;0.0215517241;0.0172413793;0.0215517241;0.0387931034;0;0.0387931034;0.0387931034;0.0043103448;0.0387931034;0.0431034483;0.9568965517;0.0431034483;1
25265;131000000131;-33,54421;-70,66817;67;4;0;0;0;0;4;97;FALSE;observed_2024_program_match;160;0.075;0;0.075;0;0.075;0.075;0;0.075;0.075;0.025;0.075;0.1;0.9;0.1;1
25282;131000000133;-33,61017;-70,55281;120;7;0;0;0;0;7;188;FALSE;observed_2024_program_match;283;0.0282685512;0;0.0282685512;0.0035335689;0.0282685512;0.0318021201;0;0.0318021201;0.0318021201;0.0035335689;0.0318021201;0.035335689;0.964664311;0.035335689;1
25300;131000000131;-33,50874;-70,76725;90;58;0;0;0;0;58;7;FALSE;observed_2024_program_match;23;0;0;0;0.347826087;0;0.347826087;0;0.347826087;0.347826087;0;0.347826087;0.347826087;0.652173913;0.347826087;1
25303;131000000131;-33,40306;-70,70991;135;97;0;3;0;0;94;25;FALSE;observed_2024_program_match;62;0.0483870968;0;0.0483870968;0.2258064516;0.0483870968;0.2741935484;0;0.2741935484;0.2741935484;0;0.2741935484;0.2741935484;0.7258064516;0.2741935484;1
25304;131000000133;-33,57553;-70,68856;168;120;0;6;0;0;114;148;FALSE;observed_2024_program_match;331;0.0483383686;0;0.0483383686;0.0543806647;0.0483383686;0.1027190332;0;0.1027190332;0.1027190332;0.0211480363;0.1027190332;0.1238670695;0.8761329305;0.1238670695;1
25316;131000000133;-33,47079;-70,54558;32;7;0;0;0;0;7;26;FALSE;observed_2024_program_match;61;0;0;0;0.0163934426;0;0.0163934426;0;0.0163934426;0.0163934426;0.0163934426;0.0163934426;0.0327868852;0.9672131148;0.0327868852;1
25328;131000000131;-33,5042901;-70,75524608;61;8;0;0;0;0;8;97;FALSE;observed_2024_program_match;159;0.0188679245;0;0.0188679245;0.0062893082;0.0188679245;0.0251572327;0;0.0251572327;0.0251572327;0.0062893082;0.0251572327;0.0314465409;0.9685534591;0.0314465409;1
25330;131000000133;-33,62512;-70,58111;35;33;0;6;0;0;27;36;FALSE;observed_2024_program_match;53;0.0566037736;0;0.0566037736;0.0754716981;0.0566037736;0.1320754717;0;0.1320754717;0.1320754717;0;0.1320754717;0.1320754717;0.8679245283;0.1320754717;1
25342;131000000133;-33,53226;-70,58168;64;16;0;2;0;0;14;61;FALSE;observed_2024_program_match;95;0.0315789474;0;0.0315789474;0.0210526316;0.0315789474;0.0526315789;0;0.0526315789;0.0526315789;0.0105263158;0.0526315789;0.0631578947;0.9368421053;0.0631578947;1
25347;131000000133;-33,60772;-70,69747;66;3;0;0;0;0;3;90;FALSE;observed_2024_program_match;154;0.0064935065;0;0.0064935065;0;0.0064935065;0.0064935065;0;0.0064935065;0.0064935065;0.0064935065;0.0064935065;0.012987013;0.987012987;0.012987013;1
25349;131000000133;-33,36191;-70,72896;77;10;0;0;0;0;10;130;FALSE;observed_2024_program_match;176;0.0056818182;0;0.0056818182;0.0056818182;0.0056818182;0.0113636364;0;0.0113636364;0.0113636364;0.0227272727;0.0113636364;0.0340909091;0.9659090909;0.0340909091;1
25352;131000000133;-33,57483;-70,81044;160;3;0;0;0;0;3;311;FALSE;observed_2024_program_match;426;0.0164319249;0;0.0164319249;0;0.0164319249;0.0164319249;0;0.0164319249;0.0164319249;0.0070422535;0.0164319249;0.0234741784;0.9765258216;0.0234741784;1
25359;131000000133;-33,46779;-70,64698;29;3;0;0;0;0;3;65;FALSE;observed_2024_program_match;135;0.0148148148;0;0.0148148148;0;0.0148148148;0.0148148148;0;0.0148148148;0.0148148148;0.0222222222;0.0148148148;0.037037037;0.962962963;0.037037037;1
25367;131000000133;-33,5505;-70,59766;88;5;0;0;0;0;5;142;FALSE;observed_2024_program_match;312;0.0032051282;0;0.0032051282;0;0.0032051282;0.0032051282;0.0032051282;0.0032051282;0.0064102564;0.0032051282;0.0064102564;0.0096153846;0.9903846154;0.0096153846;1
25368;131000000133;-33,51369;-70,79515;120;15;0;0;0;0;15;64;FALSE;observed_2024_program_match;150;0.06;0;0.06;0.0133333333;0.06;0.0733333333;0;0.0733333333;0.0733333333;0.02;0.0733333333;0.0933333333;0.9066666667;0.0933333333;1
25369;131000000133;-33,47522;-70,7573;352;64;0;0;0;0;64;186;FALSE;observed_2024_program_match;280;0.0357142857;0;0.0357142857;0.0321428571;0.0357142857;0.0678571429;0.0035714286;0.0678571429;0.0714285714;0.0428571429;0.0714285714;0.1142857143;0.8857142857;0.1142857143;1
25371;131000000133;-33,80623;-70,74393;180;48;0;0;0;0;48;250;FALSE;observed_2024_program_match;415;0.0265060241;0;0.0265060241;0.0168674699;0.0265060241;0.043373494;0;0.043373494;0.043373494;0.0096385542;0.043373494;0.0530120482;0.9469879518;0.0530120482;1
25382;131000000133;-33,53514;-70,59833;40;12;0;0;0;0;12;62;FALSE;observed_2024_program_match;120;0.0416666667;0;0.0416666667;0.0083333333;0.0416666667;0.05;0;0.05;0.05;0.0166666667;0.05;0.0666666667;0.9333333333;0.0666666667;1
25386;131000000133;-33,36288;-70,72138;180;75;0;0;0;0;75;40;FALSE;observed_2024_program_match;139;0.0287769784;0;0.0287769784;0.0791366906;0.0287769784;0.1079136691;0;0.1079136691;0.1079136691;0.0071942446;0.1079136691;0.1151079137;0.8848920863;0.1151079137;1
25387;131000000133;-33,36232;-70,75345;180;61;0;0;0;0;61;86;FALSE;observed_2024_program_match;188;0.0478723404;0;0.0478723404;0.0478723404;0.0478723404;0.0957446809;0;0.0957446809;0.0957446809;0.0159574468;0.0957446809;0.1117021277;0.8882978723;0.1117021277;1
25389;131000000133;-33,58996;-70,59417;164;4;0;0;0;0;4;100;FALSE;observed_2024_program_match;152;0.0197368421;0;0.0197368421;0;0.0197368421;0.0197368421;0;0.0197368421;0.0197368421;0.0131578947;0.0197368421;0.0328947368;0.9671052632;0.0328947368;1
25393;131000000133;-33,53628;-70,55518;65;35;0;2;0;0;33;33;FALSE;observed_2024_program_match;54;0.0185185185;0;0.0185185185;0.0925925926;0.0185185185;0.1111111111;0;0.1111111111;0.1111111111;0.0185185185;0.1111111111;0.1296296296;0.8703703704;0.1296296296;1
25395;131000000133;-33,36419;-70,497093;68;11;0;0;0;0;11;22;FALSE;observed_2024_program_match;31;0.064516129;0;0.064516129;0.0322580645;0.064516129;0.0967741935;0.0322580645;0.0967741935;0.1290322581;0;0.1290322581;0.1290322581;0.8709677419;0.1290322581;1
25396;131000000133;-33,38187;-70,66201;225;134;0;0;0;0;134;136;FALSE;observed_2024_program_match;276;0.0471014493;0;0.0471014493;0.0724637681;0.0471014493;0.1195652174;0;0.1195652174;0.1195652174;0.0144927536;0.1195652174;0.134057971;0.865942029;0.134057971;1
25402;131000000123;-33,431042;-70,628505;80;0;0;0;0;0;0;110;FALSE;observed_2024_program_match;149;0.0201342282;0;0.0201342282;0;0.0201342282;0.0201342282;0;0.0201342282;0.0201342282;0;0.0201342282;0.0201342282;0.9798657718;0.0201342282;1
25418;131000000133;-33,59608;-70,68004;116;73;0;0;0;0;73;144;FALSE;observed_2024_program_match;329;0.0699088146;0;0.0699088146;0.0303951368;0.0699088146;0.1003039514;0;0.1003039514;0.1003039514;0.0182370821;0.1003039514;0.1185410334;0.8814589666;0.1185410334;1
25434;131000000133;-33,6092033;-70,9023315;80;46;0;0;0;0;46;122;FALSE;observed_2024_program_match;225;0.0488888889;0;0.0488888889;0.0266666667;0.0488888889;0.0755555556;0;0.0755555556;0.0755555556;0.0311111111;0.0755555556;0.1066666667;0.8933333333;0.1066666667;1
25439;131000000133;-33,59796;-70,57519;270;114;0;0;0;0;114;272;FALSE;observed_2024_program_match;404;0.0321782178;0;0.0321782178;0.0420792079;0.0321782178;0.0742574257;0;0.0742574257;0.0742574257;0.0173267327;0.0742574257;0.0915841584;0.9084158416;0.0915841584;1
25442;131000000131;-33,65408;-70,92200136;80;44;0;0;0;0;44;157;FALSE;observed_2024_program_match;237;0.0379746835;0;0.0379746835;0.0253164557;0.0379746835;0.0632911392;0;0.0632911392;0.0632911392;0.0126582278;0.0632911392;0.0759493671;0.9240506329;0.0759493671;1
25447;131000000133;-33,60899;-70,97527;44;24;0;0;0;0;24;12;FALSE;observed_2024_program_match;28;0.2142857143;0;0.2142857143;0.1071428571;0.2142857143;0.3214285714;0;0.3214285714;0.3214285714;0.0714285714;0.3214285714;0.3928571429;0.6071428571;0.3928571429;1
25448;131000000133;-33,60339;-70,85113;43;43;0;7;0;0;36;51;FALSE;observed_2024_program_match;146;0.1095890411;0;0.1095890411;0.0410958904;0.1095890411;0.1506849315;0;0.1506849315;0.1506849315;0.0068493151;0.1506849315;0.1575342466;0.8424657534;0.1575342466;1
25448;131000000233;-33,60133;-70,85824;180;101;0;0;0;0;101;115;FALSE;observed_2024_program_match;257;0.1128404669;0;0.1128404669;0.0583657588;0.1128404669;0.1712062257;0;0.1712062257;0.1712062257;0.0155642023;0.1712062257;0.186770428;0.813229572;0.186770428;1
