rbd;nom_lycee;commune;region;program_code;numero_unique;nom_programme_reconstruit;niveau;enseignement;type_formation;cod_espe;specialite_si_applicable;secteur_specialite_si_applicable;jornada;genre_programme;dependance;dependance_agregee;ruralite;convenio_pie;pace;paiement_matricula;paiement_mensualite;orientation_religieuse;orientation_religieuse_autre_detail;matricula_total_lycee;matricula_media_hc_jovenes;matricula_media_tp_jovenes;lycee_offre_hc_jovenes;lycee_offre_tp_jovenes;lycee_codes_specialites_annuaire;lycee_nb_specialites_annuaire;etat_etablissement;etablissement_avec_matricula;capacite_totale_programme;sieges_admission_total;sieges_reguliers;sieges_priority_student;sieges_integration;candidats_annee_precedente;ratio_demande_capacite_annee_precedente;lat_lycee;lon_lycee;program_latitude;program_longitude;program_geo_source;program_geo_match_level;school_capacity_lat;school_capacity_lon;school_capacity_region_full;school_capacity_province;school_capacity_cupos_totales;school_capacity_vacantes;school_capacity_vacantes_prioritarios;school_capacity_vacantes_regular;coordinate_discrepancy_km
2910;LICEO BICENTENARIO DE EXCELENCIA ENTRE AGUAS DE LLICO;VICHUQUEN;MAULE;131000000133;2910_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Rural;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;230;78;0;Oui;Non;;0;Fonctionne;Avec matrícula;30;17;17;0;0;1;0.0333;-34,760769;-72,077698;-34.7637886;-72.0811748;school_capacity_with_region_and_province;exact_rbd_program_code;-34.7637886;-72.0811748;Región del Maule;Curicó;30.0;13.0;0.0;13.0;0.462
2909;LICEO NUEVO HORIZONTE;VICHUQUEN;MAULE;131000000133;2909_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;147;73;0;Oui;Non;;0;Fonctionne;Avec matrícula;27;10;10;0;0;8;0.2963;-34,884537;-71,994246;-34.8844843;-71.9963457;school_capacity_with_region_and_province;exact_rbd_program_code;-34.8844843;-71.9963457;Región del Maule;Curicó;35.0;18.0;0.0;18.0;0.192
3478;ESCUELA AGRICOLA SAGRADOS CORAZONES;VILLA ALEGRE;MAULE;131000000133;3478_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;162;17;145;Oui;Oui;72007;1;Fonctionne;Avec matrícula;80;70;58;12;0;29;0.3625;-35,645111;-71,740677;-35.64892;-71.74788;school_capacity_with_region_and_province;exact_rbd_program_code;-35.64892;-71.74788;Región del Maule;Linares;80.0;80.0;12.0;68.0;0.777
3461;LICEO FRANCISCO ANTONIO ENCINA ARMANET;VILLA ALEGRE;MAULE;131000000133;3461_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;213;0;162;Non;Oui;52009|56027|64008;3;Fonctionne;Avec matrícula;80;80;68;12;0;25;0.3125;-35,67638;-71,74012;-35.68774;-71.72651;school_capacity_with_region_and_province;exact_rbd_program_code;-35.68774;-71.72651;Región del Maule;Linares;80.0;80.0;12.0;68.0;1.763
3327;LICEO BICENTENARIO AGRÍCOLA MARTA MARTÍNEZ CRUZ;YERBAS BUENAS;MAULE;151053014133;3327_151053014133;1º medio — Spécialité TP — Electricidad — Mixte — jornada completa;1º medio;Enseñanza Media T-P Industrial Niños y Jóvenes;Spécialité TP;53014;Electricidad;Electricidad;Completa;Mixte;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Avec PACE;Gratuit;Gratuit;Catholique;;355;0;355;Non;Oui;53014|72007;2;Fonctionne;Avec matrícula;45;40;33;7;0;32;0.7111;-35,743931;-71,574738;-35.74394;-71.57474;school_capacity_with_region_and_province;exact_rbd_program_code;-35.74394;-71.57474;Región del Maule;Linares;90.0;90.0;14.0;76.0;0.001
3327;LICEO BICENTENARIO AGRÍCOLA MARTA MARTÍNEZ CRUZ;YERBAS BUENAS;MAULE;171072007133;3327_171072007133;1º medio — Spécialité TP — Agropecuaria (con mención) — Mixte — jornada completa;1º medio;Enseñanza Media T-P Agrícola Niños y Jóvenes;Spécialité TP;72007;Agropecuaria (con mención);Agropecuario;Completa;Mixte;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Avec PACE;Gratuit;Gratuit;Catholique;;355;0;355;Non;Oui;53014|72007;2;Fonctionne;Avec matrícula;90;80;66;14;0;77;0.8556;-35,743931;-71,574738;-35.74394;-71.57474;school_capacity_with_region_and_province;exact_rbd_program_code;-35.74394;-71.57474;Región del Maule;Linares;90.0;90.0;14.0;76.0;0.001
3313;LICEO JUAN DE DIOS PUGA;YERBAS BUENAS;MAULE;131000000133;3313_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;557;37;179;Oui;Oui;41005|53014;2;Fonctionne;Avec matrícula;70;47;47;0;0;7;0.1000;-35,747101;-71,579399;-35.74913;-71.58562;school_capacity_with_region_and_province;exact_rbd_program_code;-35.74913;-71.58562;Región del Maule;Linares;70.0;51.0;0.0;51.0;0.605
3317;LICEO JUAN GOMEZ MILLAS;YERBAS BUENAS;MAULE;131000000133;3317_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Rural;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;411;127;0;Oui;Non;;0;Fonctionne;Avec matrícula;35;7;7;0;0;11;0.3143;-35,61773;-71,541435;-35.61744;-71.54118;school_capacity_with_region_and_province;exact_rbd_program_code;-35.61744;-71.54118;Región del Maule;Linares;35.0;9.0;0.0;9.0;0.04
18216;COLEGIO AMANECER;BULNES;NUBLE;131000000233;18216_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$10.001 A $25.000;Laïque;;405;135;0;Oui;Non;;0;Fonctionne;Avec matrícula;38;8;8;0;0;23;0.6053;-36,744091;-72,301193;-36.73918;-72.30414;school_capacity_with_region_and_province;exact_rbd_program_code;-36.73918;-72.30414;Región de Ñuble;Diguillín;38.0;12.0;0.0;12.0;0.606
17725;COLEGIO SAN ESTEBAN DE BULNES;BULNES;NUBLE;131000000131;17725_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;$10.001 A $25.000;$10.001 A $25.000;Catholique;;588;247;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;1;1;0;0;65;1.4444;-36,740349;-72,299667;-36.74035;-72.29967;school_capacity_with_region_and_province;exact_rbd_program_code;-36.74035;-72.29967;Región de Ñuble;Diguillín;45.0;3.0;0.0;3.0;0
20461;COLEGIO TECNICO PROFESIONAL SAN ESTEBAN;BULNES;NUBLE;131000000133;20461_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Sans information;Sans information;Sans information;;300;155;145;Oui;Oui;52010|64008;2;Fonctionne;Avec matrícula;80;77;65;12;0;112;1.4000;-36,739128;-72,304207;-36.73913;-72.30421;school_capacity_with_region_and_province;exact_rbd_program_code;-36.73913;-72.30421;Región de Ñuble;Diguillín;80.0;80.0;12.0;68.0;0
17902;COLEGIO TERESA DE LOS ANDES;BULNES;NUBLE;131000000133;17902_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;601;180;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;2;2;0;0;50;1.1111;-36,738781;-72,307617;-36.73879;-72.30763;school_capacity_with_region_and_province;exact_rbd_program_code;-36.73879;-72.30763;Región de Ñuble;Diguillín;45.0;1.0;0.0;1.0;0.002
3977;LICEO BICENTENARIO SANTA CRUZ DE LARQUI;BULNES;NUBLE;131000000133;3977_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;705;262;0;Oui;Non;;0;Fonctionne;Avec matrícula;68;22;22;0;0;21;0.3088;-36,743092;-72,299072;-36.74309;-72.29907;school_capacity_with_region_and_province;exact_rbd_program_code;-36.74309;-72.29907;Región de Ñuble;Diguillín;68.0;9.0;0.0;9.0;0
3976;LICEO MANUEL BULNES;BULNES;NUBLE;131000000133;3976_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;LAICA;481;289;123;Oui;Oui;41005|51009|61003;3;Fonctionne;Avec matrícula;126;91;91;0;0;84;0.6667;-36,73856;-72,296951;-36.73856;-72.29695;school_capacity_with_region_and_province;exact_rbd_program_code;-36.73856;-72.29695;Región de Ñuble;Diguillín;126.0;102.0;0.0;102.0;0
3865;COLEGIO ADVENTISTA DE CHILE;CHILLÁN;NUBLE;131000000132;3865_131000000132;1º medio — Général H-C — Mixte — jornada tarde;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Tarde;Mixte;Particulier subventionné;Particulier subventionné;Rural;Sans PIE;Sans PACE;$1.000 A $10.000;$25.001 A $50.000;Autre;ADVENTISTA DEL SEPTIMO DÍA;703;703;0;Oui;Non;;0;Fonctionne;Avec matrícula;172;164;138;26;0;217;1.2616;-36,638748;-71,995117;-36.63875;-71.99512;school_capacity_with_region_and_province;exact_rbd_program_code;-36.63875;-71.99512;Región de Ñuble;Diguillín;180.0;180.0;27.0;153.0;0
31087;COLEGIO ALCÁZARES DE ÑUBLE;CHILLÁN;NUBLE;131000000133;31087_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;799;169;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;33;33;0;0;18;0.2250;-36,62904;-72,053391;-36.62904;-72.05339;school_capacity_with_region_and_province;exact_rbd_program_code;-36.62904;-72.05339;Región de Ñuble;Diguillín;45.0;9.0;0.0;9.0;0
20316;COLEGIO ALTAZOR;CHILLÁN;NUBLE;131000000233;20316_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Sans information;Sans information;Sans information;;551;99;0;Oui;Non;;0;Fonctionne;Avec matrícula;36;8;8;0;0;13;0.3611;-36,606681;-72,0977985;-36.578035;-72.112936;school_capacity_with_region_and_province;exact_rbd_program_code;-36.578035;-72.112936;Región de Ñuble;Diguillín;36.0;12.0;0.0;12.0;3.46
18251;COLEGIO ALTURAS DE CHILLÁN;CHILLÁN;NUBLE;131000000133;18251_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Laïque;;604;170;0;Oui;Non;;0;Fonctionne;Avec matrícula;35;2;2;0;0;25;0.7143;-36,593071;-72,07048;-36.59308;-72.07048;school_capacity_with_region_and_province;exact_rbd_program_code;-36.59308;-72.07048;Región de Ñuble;Diguillín;70.0;4.0;0.0;4.0;0.001
31084;COLEGIO ANTAMARO;CHILLÁN;NUBLE;131000000133;31084_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;364;115;0;Oui;Non;;0;Fonctionne;Avec matrícula;34;11;11;0;0;11;0.3235;-36,62458;-72,120407;-36.62313;-72.11915;school_capacity_with_region_and_province;exact_rbd_program_code;-36.62313;-72.11915;Región de Ñuble;Diguillín;34.0;21.0;0.0;21.0;0.196
31116;COLEGIO BICENTENARIO ENRIQUE SALINAS BUSCOVICH;CHILLÁN;NUBLE;131000000133;31116_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;577;445;132;Oui;Oui;41005|51006;2;Fonctionne;Avec matrícula;186;174;146;28;0;93;0.5000;-36,596809;-72,092247;-36.59681;-72.09225;school_capacity_with_region_and_province;exact_rbd_program_code;-36.59681;-72.09225;Región de Ñuble;Diguillín;186.0;186.0;28.0;158.0;0
17908;COLEGIO BICENTENARIO PADRE ALBERTO HURTADO;CHILLÁN;NUBLE;131000000133;17908_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1155;89;265;Oui;Oui;52013|61003;2;Fonctionne;Avec matrícula;90;3;3;0;0;317;3.5222;-36,606819;-72,101021;-36.60682;-72.10102;school_capacity_with_region_and_province;exact_rbd_program_code;-36.60682;-72.10102;Región de Ñuble;Diguillín;90.0;2.0;0.0;2.0;0
3735;COLEGIO CHILLAN;CHILLÁN;NUBLE;131000000133;3735_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;778;410;0;Oui;Non;;0;Fonctionne;Avec matrícula;112;63;63;0;0;231;2.0625;-36,605541;-72,09761;-36.60485;-72.0975;school_capacity_with_region_and_province;exact_rbd_program_code;-36.60485;-72.0975;Región de Ñuble;Diguillín;102.0;61.0;0.0;61.0;0.077
18028;COLEGIO CIUDAD EDUCATIVA;CHILLÁN;NUBLE;131000000133;18028_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;882;288;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;29;29;0;0;18;0.2000;-36,627941;-72,057327;-36.62763;-72.05738;school_capacity_with_region_and_province;exact_rbd_program_code;-36.62763;-72.05738;Región de Ñuble;Diguillín;90.0;18.0;0.0;18.0;0.035
17794;COLEGIO CONCEPCION DE CHILLAN;CHILLÁN;NUBLE;131000000133;17794_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Laïque;;2568;716;0;Oui;Non;;0;Fonctionne;Avec matrícula;180;7;7;0;0;148;0.8222;-36,59412;-72,087341;-36.59412;-72.08734;school_capacity_with_region_and_province;exact_rbd_program_code;-36.59412;-72.08734;Región de Ñuble;Diguillín;180.0;5.0;0.0;5.0;0
3719;COLEGIO COYAM;CHILLÁN;NUBLE;131000000133;3719_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;610;264;0;Oui;Non;;0;Fonctionne;Avec matrícula;74;26;26;0;0;30;0.4054;-36,623619;-72,086487;-36.623686;-72.08669;school_capacity_with_region_and_province;exact_rbd_program_code;-36.623686;-72.08669;Región de Ñuble;Diguillín;80.0;24.0;0.0;24.0;0.02
17907;COLEGIO CREACIÓN CHILLÁN;CHILLÁN;NUBLE;131000000133;17907_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Laïque;;611;322;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;43;43;0;0;117;1.4625;-36,607445;-72,096992;-36.60518;-72.09314;school_capacity_with_region_and_province;exact_rbd_program_code;-36.60518;-72.09314;Región de Ñuble;Diguillín;80.0;44.0;0.0;44.0;0.426
17734;COLEGIO DA VINCI;CHILLÁN;NUBLE;131000000133;17734_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;341;118;0;Oui;Non;;0;Fonctionne;Avec matrícula;30;8;8;0;0;37;1.2333;-36,602188;-72,099403;-36.60219;-72.0994;school_capacity_with_region_and_province;exact_rbd_program_code;-36.60219;-72.0994;Región de Ñuble;Diguillín;30.0;3.0;0.0;3.0;0
3723;COLEGIO DARIO SALAS;CHILLÁN;NUBLE;131000000133;3723_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Autre;CATÓLICA Y EVANGÉLICA;744;260;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;47;47;0;0;23;0.2556;-36,59116;-72,09623;-36.59116;-72.09623;school_capacity_with_region_and_province;exact_rbd_program_code;-36.59116;-72.09623;Región de Ñuble;Diguillín;90.0;32.0;0.0;32.0;0
3711;COLEGIO DE LA PURISIMA CONCEPCION;CHILLÁN;NUBLE;131000000113;3711_131000000113;1º medio — Général H-C — Filles — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Filles;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;934;298;0;Oui;Non;;0;Fonctionne;Avec matrícula;84;22;22;0;0;41;0.4881;-36,607929;-72,097267;-36.60793;-72.09727;school_capacity_with_region_and_province;exact_rbd_program_code;-36.60793;-72.09727;Región de Ñuble;Diguillín;84.0;19.0;0.0;19.0;0
3733;COLEGIO GABRIELA MISTRAL;CHILLÁN;NUBLE;131000000133;3733_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;343;63;43;Oui;Oui;53015|64008;2;Fonctionne;Avec matrícula;32;8;8;0;0;10;0.3125;-36,61581;-72,119621;-36.61581;-72.11962;school_capacity_with_region_and_province;exact_rbd_program_code;-36.61581;-72.11962;Región de Ñuble;Diguillín;32.0;8.0;0.0;8.0;0
17920;COLEGIO HISPANO AMERICANO RIO VIEJO;CHILLÁN;NUBLE;131000000113;17920_131000000113;1º medio — Général H-C — Filles — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Filles;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Évangélique;;1079;313;0;Oui;Non;;0;Fonctionne;Avec matrícula;41;4;4;0;0;22;0.5366;-36,630619;-72,093071;-36.63062;-72.09307;school_capacity_with_region_and_province;exact_rbd_program_code;-36.63062;-72.09307;Región de Ñuble;Diguillín;41.0;4.0;0.0;4.0;0
17920;COLEGIO HISPANO AMERICANO RIO VIEJO;CHILLÁN;NUBLE;131000000123;17920_131000000123;1º medio — Général H-C — Garçons — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Garçons;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Évangélique;;1079;313;0;Oui;Non;;0;Fonctionne;Avec matrícula;43;2;2;0;0;32;0.7442;-36,630619;-72,093071;-36.63062;-72.09307;school_capacity_with_region_and_province;exact_rbd_program_code;-36.63062;-72.09307;Región de Ñuble;Diguillín;44.0;1.0;0.0;1.0;0
17737;COLEGIO PARROQUIAL SAN JOSE;CHILLÁN;NUBLE;131000000133;17737_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;312;58;37;Oui;Oui;61003;1;Fonctionne;Avec matrícula;45;20;20;0;0;4;0.0889;-36,620991;-72,077141;-36.62099;-72.07714;school_capacity_with_region_and_province;exact_rbd_program_code;-36.62099;-72.07714;Región de Ñuble;Diguillín;35.0;11.0;0.0;11.0;0
12001;COLEGIO PARTICULAR EVANGÉLICO BETANIA;CHILLÁN;NUBLE;131000000133;12001_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Évangélique;;563;200;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;57;57;0;0;11;0.1222;-36,61861;-72,078659;-36.61861;-72.07866;school_capacity_with_region_and_province;exact_rbd_program_code;-36.61861;-72.07866;Región de Ñuble;Diguillín;90.0;44.0;0.0;44.0;0
12050;COLEGIO POLIVALENTE DARIO SALAS;CHILLÁN;NUBLE;131000000133;12050_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Autre;LAICA;189;121;57;Oui;Oui;41005|63009;2;Fonctionne;Avec matrícula;225;210;186;24;0;28;0.1244;-36,591518;-72,095871;-36.59152;-72.09587;school_capacity_with_region_and_province;exact_rbd_program_code;-36.59152;-72.09587;Región de Ñuble;Diguillín;225.0;211.0;21.0;190.0;0
3730;COLEGIO SAGRADO CORAZÓN DE JESÚS;CHILLÁN;NUBLE;131000000133;3730_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;546;159;0;Oui;Non;;0;Fonctionne;Avec matrícula;43;3;3;0;0;37;0.8605;-36,613972;-72,116653;-36.61397;-72.11665;school_capacity_with_region_and_province;exact_rbd_program_code;-36.61397;-72.11665;Región de Ñuble;Diguillín;40.0;5.0;0.0;5.0;0
3728;COLEGIO SAN BUENAVENTURA;CHILLÁN;NUBLE;131000000133;3728_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$25.001 A $50.000;Catholique;;693;264;0;Oui;Non;;0;Fonctionne;Avec matrícula;72;5;5;0;0;153;2.1250;-36,60397;-72,096642;-36.60397;-72.09664;school_capacity_with_region_and_province;exact_rbd_program_code;-36.60397;-72.09664;Región de Ñuble;Diguillín;74.0;4.0;0.0;4.0;0
17895;COLEGIO SAN FERNANDO;CHILLÁN;NUBLE;131000000233;17895_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1534;435;0;Oui;Non;;0;Fonctionne;Avec matrícula;120;28;28;0;0;27;0.2250;-36,62384;-72,077171;-36.62394;-72.07715;school_capacity_with_region_and_province;exact_rbd_program_code;-36.62394;-72.07715;Región de Ñuble;Diguillín;124.0;20.0;0.0;20.0;0.011
3724;COLEGIO SAN VICENTE DE PAUL;CHILLÁN;NUBLE;131000000113;3724_131000000113;1º medio — Général H-C — Filles — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Filles;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;1007;353;0;Oui;Non;;0;Fonctionne;Avec matrícula;40;0;0;0;0;79;1.9750;-36,61018;-72,109581;-36.61018;-72.10958;school_capacity_with_region_and_province;exact_rbd_program_code;-36.61018;-72.10958;Región de Ñuble;Diguillín;43.0;2.0;0.0;2.0;0
3724;COLEGIO SAN VICENTE DE PAUL;CHILLÁN;NUBLE;131000000123;3724_131000000123;1º medio — Général H-C — Garçons — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Garçons;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;1007;353;0;Oui;Non;;0;Fonctionne;Avec matrícula;48;3;3;0;0;83;1.7292;-36,61018;-72,109581;-36.61018;-72.10958;school_capacity_with_region_and_province;exact_rbd_program_code;-36.61018;-72.10958;Región de Ñuble;Diguillín;45.0;2.0;0.0;2.0;0
3713;COLEGIO SEMINARIO PADRE ALBERTO HURTADO;CHILLÁN;NUBLE;131000000133;3713_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Catholique;;2144;670;0;Oui;Non;;0;Fonctionne;Avec matrícula;168;7;7;0;0;81;0.4821;-36,58873;-72,09494;-36.58873;-72.09494;school_capacity_with_region_and_province;exact_rbd_program_code;-36.58873;-72.09494;Región de Ñuble;Diguillín;168.0;14.0;0.0;14.0;0
