rbd;nom_lycee;commune;region;program_code;numero_unique;nom_programme_reconstruit;niveau;enseignement;type_formation;cod_espe;specialite_si_applicable;secteur_specialite_si_applicable;jornada;genre_programme;dependance;dependance_agregee;ruralite;convenio_pie;pace;paiement_matricula;paiement_mensualite;orientation_religieuse;orientation_religieuse_autre_detail;matricula_total_lycee;matricula_media_hc_jovenes;matricula_media_tp_jovenes;lycee_offre_hc_jovenes;lycee_offre_tp_jovenes;lycee_codes_specialites_annuaire;lycee_nb_specialites_annuaire;etat_etablissement;etablissement_avec_matricula;capacite_totale_programme;sieges_admission_total;sieges_reguliers;sieges_priority_student;sieges_integration;candidats_annee_precedente;ratio_demande_capacite_annee_precedente;lat_lycee;lon_lycee;program_latitude;program_longitude;program_geo_source;program_geo_match_level;school_capacity_lat;school_capacity_lon;school_capacity_region_full;school_capacity_province;school_capacity_cupos_totales;school_capacity_vacantes;school_capacity_vacantes_prioritarios;school_capacity_vacantes_regular;coordinate_discrepancy_km
12958;THE GIANT SCHOOL ANTOFAGASTA;ANTOFAGASTA;ANTOF;131000000133;12958_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;$1.000 A $10.000;MAS DE $100.000;Catholique;;629;240;0;Oui;Non;;0;Fonctionne;Avec matrícula;64;14;13;1;0;92;1.4375;-23,649111;-70,399513;-23.64911;-70.39951;school_capacity_with_region_and_province;exact_rbd_program_code;-23.64911;-70.39951;Región de Antofagasta;Antofagasta;64.0;7.0;0.0;7.0;0
253;COLEGIO ADVENTISTA DE CALAMA;CALAMA;ANTOF;131000000131;253_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;$1.000 A $10.000;$50.001 A $100.000;Autre;ADVENTISTA;1065;324;0;Oui;Non;;0;Fonctionne;Avec matrícula;85;4;4;0;0;66;0.7765;-22,465719;-68,926689;-22.46572;-68.92669;school_capacity_with_region_and_province;exact_rbd_program_code;-22.46572;-68.92669;Región de Antofagasta;El Loa;86.0;4.0;0.0;4.0;0
12823;COLEGIO CALAMA;CALAMA;ANTOF;131000000133;12823_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1054;319;0;Oui;Non;;0;Fonctionne;Avec matrícula;88;27;27;0;0;29;0.3295;-22,44392;-68,929047;-22.44392;-68.92905;school_capacity_with_region_and_province;exact_rbd_program_code;-22.44392;-68.92905;Región de Antofagasta;El Loa;84.0;28.0;0.0;28.0;0
12838;COLEGIO ECOLOGICO MONTESSORI;CALAMA;ANTOF;131000000133;12838_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;$1.000 A $10.000;MAS DE $100.000;Évangélique;;974;303;0;Oui;Non;;0;Fonctionne;Avec matrícula;76;9;9;0;0;62;0.8158;-22,472321;-68,937271;-22.47232;-68.93727;school_capacity_with_region_and_province;exact_rbd_program_code;-22.47232;-68.93727;Región de Antofagasta;El Loa;76.0;8.0;0.0;8.0;0
255;COLEGIO EJERCITO DE SALVACION;CALAMA;ANTOF;131000000133;255_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Évangélique;;1189;377;0;Oui;Non;;0;Fonctionne;Avec matrícula;135;26;26;0;0;59;0.4370;-22,4599;-68,930656;-22.459898;-68.930699;school_capacity_with_region_and_province;exact_rbd_program_code;-22.459898;-68.930699;Región de Antofagasta;El Loa;135.0;32.0;0.0;32.0;0.004
10962;COLEGIO JUAN PABLO II;CALAMA;ANTOF;131000000133;10962_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;1317;459;0;Oui;Non;;0;Fonctionne;Avec matrícula;117;16;16;0;0;96;0.8205;-22,446951;-68,923523;-22.44695;-68.92352;school_capacity_with_region_and_province;exact_rbd_program_code;-22.44695;-68.92352;Región de Antofagasta;El Loa;120.0;19.0;0.0;19.0;0
12851;COLEGIO PADRE ALBERTO HURTADO;CALAMA;ANTOF;131000000133;12851_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$25.001 A $50.000;Catholique;;623;175;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;5;5;0;0;94;2.0889;-22,468269;-68,932907;-22.46827;-68.93292;school_capacity_with_region_and_province;exact_rbd_program_code;-22.46827;-68.93292;Región de Antofagasta;El Loa;45.0;2.0;0.0;2.0;0.001
12853;COLEGIO PARTICULAR SAN NICOLAS;CALAMA;ANTOF;131000000133;12853_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;915;266;0;Oui;Non;;0;Fonctionne;Avec matrícula;65;7;5;2;0;80;1.2308;-22,437811;-68,91227;-22.43781;-68.91227;school_capacity_with_region_and_province;exact_rbd_program_code;-22.43781;-68.91227;Región de Antofagasta;El Loa;64.0;3.0;0.0;3.0;0
20478;COLEGIO TÉCNICO INDUSTRIAL DON BOSCO - CALAMA;CALAMA;ANTOF;131000000133;20478_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Sans information;Sans information;Sans information;;1116;494;489;Oui;Oui;52013|53014|54018;3;Fonctionne;Avec matrícula;168;93;93;0;0;372;2.2143;-22,445271;-68,939529;-22.44527;-68.93953;school_capacity_with_region_and_province;exact_rbd_program_code;-22.44527;-68.93953;Región de Antofagasta;El Loa;245.0;165.0;0.0;165.0;0
254;FUNDACION EDUCACIONAL COLEGIO NUESTRA SEÑORA DE AYQUINA;CALAMA;ANTOF;131000000113;254_131000000113;1º medio — Général H-C — Filles — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Filles;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;895;248;0;Oui;Non;;0;Fonctionne;Avec matrícula;88;17;17;0;0;17;0.1932;-22,461519;-68,927673;-22.46153;-68.92767;school_capacity_with_region_and_province;exact_rbd_program_code;-22.46153;-68.92767;Región de Antofagasta;El Loa;90.0;46.0;0.0;46.0;0.001
256;INSTITUTO OBISPO SILVA LEZAETA;CALAMA;ANTOF;131000000133;256_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;$10.001 A $25.000;$50.001 A $100.000;Catholique;;1791;614;0;Oui;Non;;0;Fonctionne;Avec matrícula;176;17;17;0;0;107;0.6080;-22,46957;-68,926529;-22.46957;-68.92653;school_capacity_with_region_and_province;exact_rbd_program_code;-22.46957;-68.92653;Región de Antofagasta;El Loa;148.0;11.0;0.0;11.0;0
12836;LICEO BICENTENARIO COLEGIO RÍO LOA;CALAMA;ANTOF;131000000133;12836_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1236;0;343;Non;Oui;52010|53014|61003;3;Fonctionne;Avec matrícula;90;21;21;0;0;121;1.3444;-22,458561;-68,947968;-22.45783;-68.94786;school_capacity_with_region_and_province;exact_rbd_program_code;-22.45783;-68.94786;Región de Antofagasta;El Loa;90.0;19.0;0.0;19.0;0.082
12980;LICEO BICENTENARIO DIEGO PORTALES PALAZUELOS;CALAMA;ANTOF;131000000133;12980_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;852;291;0;Oui;Non;;0;Fonctionne;Avec matrícula;70;4;4;0;0;180;2.5714;-22,47016;-68,929382;-22.47016;-68.92938;school_capacity_with_region_and_province;exact_rbd_program_code;-22.47016;-68.92938;Región de Antofagasta;El Loa;75.0;2.0;0.0;2.0;0
217;LICEO BICENTENARIO LUIS CRUZ MARTINEZ;CALAMA;ANTOF;131000000133;217_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1082;1082;0;Oui;Non;;0;Fonctionne;Avec matrícula;280;273;231;42;0;598;2.1357;-22,455099;-68,926651;-22.4551;-68.92665;school_capacity_with_region_and_province;exact_rbd_program_code;-22.4551;-68.92665;Región de Antofagasta;El Loa;280.0;273.0;42.0;231.0;0
219;LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE GOYENECHEA;CALAMA;ANTOF;131000000133;219_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;1172;0;1172;Non;Oui;52009|52010|52013|53014|63011;5;Fonctionne;Avec matrícula;336;312;261;51;0;264;0.7857;-22,458759;-68,920486;-22.45876;-68.92049;school_capacity_with_region_and_province;exact_rbd_program_code;-22.45876;-68.92049;Región de Antofagasta;El Loa;336.0;336.0;51.0;285.0;0
10967;LICEO ELEUTERIO RAMIREZ MOLINA;CALAMA;ANTOF;131000000133;10967_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;599;388;211;Oui;Oui;41005|55023;2;Fonctionne;Avec matrícula;152;148;125;23;0;311;2.0461;-22,458389;-68,924637;-22.45839;-68.92465;school_capacity_with_region_and_province;exact_rbd_program_code;-22.45839;-68.92465;Región de Antofagasta;El Loa;152.0;148.0;23.0;125.0;0.001
218;LICEO FRANCISCO DE AGUIRRE;CALAMA;ANTOF;131000000133;218_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;632;550;58;Oui;Oui;64001;1;Fonctionne;Avec matrícula;216;201;175;26;0;82;0.3796;-22,45826;-68,931236;-22.45826;-68.93124;school_capacity_with_region_and_province;exact_rbd_program_code;-22.45826;-68.93124;Región de Antofagasta;El Loa;150.0;150.0;23.0;127.0;0
220;LICEO MINERO AMÉRICA;CALAMA;ANTOF;131000000133;220_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;LAICO;1015;0;1015;Non;Oui;53015|54018|54019|56027;4;Fonctionne;Avec matrícula;264;252;212;40;0;486;1.8409;-22,43762;-68,924553;-22.43762;-68.92455;school_capacity_with_region_and_province;exact_rbd_program_code;-22.43762;-68.92455;Región de Antofagasta;El Loa;264.0;264.0;40.0;224.0;0
12961;LICEO RADOMIRO TOMIC ROMERO;CALAMA;ANTOF;131000000133;12961_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;252;252;0;Oui;Non;;0;Fonctionne;Avec matrícula;70;66;55;11;0;32;0.4571;-22,44895;-68,927322;-22.44895;-68.92732;school_capacity_with_region_and_province;exact_rbd_program_code;-22.44895;-68.92732;Región de Antofagasta;El Loa;70.0;66.0;11.0;55.0;0
10970;LICEO TECNICO PROFESIONAL JORGE ALESSANDRI RODRIGUEZ;CALAMA;ANTOF;131000000133;10970_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1082;0;1082;Non;Oui;41002|41005|58034;3;Fonctionne;Avec matrícula;320;303;255;48;0;296;0.9250;-22,44628;-68,928108;-22.44628;-68.92811;school_capacity_with_region_and_province;exact_rbd_program_code;-22.44628;-68.92811;Región de Antofagasta;El Loa;280.0;269.0;42.0;227.0;0
211;LICEO H.C. T.P. MARIA ELENA;MARÍA ELENA;ANTOF;131000000133;211_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;SE IMPARTE RELIGIÓN CATÓLICA Y EVANGÉLICA;313;222;91;Oui;Oui;52010|56027;2;Fonctionne;Avec matrícula;90;90;76;14;0;58;0.6444;-22,346689;-69,667122;-22.34669;-69.66712;school_capacity_with_region_and_province;exact_rbd_program_code;-22.34669;-69.66712;Región de Antofagasta;Tocopilla;90.0;90.0;14.0;76.0;0
367;COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT;MEJILLONES;ANTOF;131000000133;367_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;1726;679;265;Oui;Oui;52013|53014;2;Fonctionne;Avec matrícula;315;220;218;2;0;109;0.3460;-23,10523;-70,440666;-23.10523;-70.44067;school_capacity_with_region_and_province;exact_rbd_program_code;-23.10523;-70.44067;Región de Antofagasta;Antofagasta;315.0;198.0;0.0;198.0;0
268;ESC. BASICA RURAL SAN ANTONIO DE PADUA;OLLAGÜE;ANTOF;131000000133;268_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;50;12;0;Oui;Non;;0;Fonctionne;Avec matrícula;9;7;5;2;0;1;0.1111;-21,223881;-68,25251;-21.22388;-68.25251;school_capacity_with_region_and_province;exact_rbd_program_code;-21.22388;-68.25251;Región de Antofagasta;El Loa;9.0;2.0;0.0;2.0;0
270;COMPLEJO EDUCACIONAL TOCONAO;SAN PEDRO DE ATACAMA;ANTOF;131000000133;270_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;403;111;0;Oui;Non;;0;Fonctionne;Avec matrícula;40;10;10;0;0;4;0.1000;-23,19017;-68,006432;-23.19017;-68.00643;school_capacity_with_region_and_province;exact_rbd_program_code;-23.19017;-68.00643;Región de Antofagasta;El Loa;40.0;11.0;0.0;11.0;0
12842;LICEO BICENTENARIO AGROPECUARIO LIKAN ANTAI;SAN PEDRO DE ATACAMA;ANTOF;131000000133;12842_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;VALORICA - ETICA;676;119;327;Oui;Oui;41005|53014|63009|72007;4;Fonctionne;Avec matrícula;117;0;0;0;0;3;0.0256;-22,91293;-68,191277;-22.91293;-68.19128;school_capacity_with_region_and_province;exact_rbd_program_code;-22.91293;-68.19128;Región de Antofagasta;El Loa;120.0;6.0;0.0;6.0;0
371;COMPLEJO EDUCATIVO CARACOLES;SIERRA GORDA;ANTOF;131000000133;371_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Catholique;;164;56;0;Oui;Non;;0;Fonctionne;Avec matrícula;18;6;6;0;0;3;0.1667;-22,890829;-69,32029;-22.89083;-69.32029;school_capacity_with_region_and_province;exact_rbd_program_code;-22.89083;-69.32029;Región de Antofagasta;Antofagasta;18.0;10.0;0.0;10.0;0
373;LICEO JUAN CORTES-MONROY CORTES;TALTAL;ANTOF;131000000133;373_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;442;379;0;Oui;Non;;0;Fonctionne;Avec matrícula;111;71;71;0;0;32;0.2883;-25,40683;-70,484734;-25.40683;-70.48473;school_capacity_with_region_and_province;exact_rbd_program_code;-25.40683;-70.48473;Región de Antofagasta;Antofagasta;117.0;40.0;0.0;40.0;0
372;LICEO POLITECNICO JOSE MIGUEL QUIROZ;TALTAL;ANTOF;131000000133;372_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;490;0;423;Non;Oui;41005|52013|64001;3;Fonctionne;Avec matrícula;105;64;64;0;0;43;0.4095;-25,40234;-70,474457;-25.40234;-70.47446;school_capacity_with_region_and_province;exact_rbd_program_code;-25.40234;-70.47446;Región de Antofagasta;Antofagasta;105.0;69.0;0.0;69.0;0
208;COLEGIO BICENTENARIO SAGRADA FAMILIA;TOCOPILLA;ANTOF;131000000133;208_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1236;500;0;Oui;Non;;0;Fonctionne;Avec matrícula;126;43;43;0;0;124;0.9841;-22,09469;-70,204918;-22.09469;-70.20492;school_capacity_with_region_and_province;exact_rbd_program_code;-22.09469;-70.20492;Región de Antofagasta;Tocopilla;126.0;48.0;0.0;48.0;0
199;LICEO DOMINGO LATRILLE LASTAUNOU;TOCOPILLA;ANTOF;131000000133;199_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;657;462;45;Oui;Oui;56027;1;Fonctionne;Avec matrícula;175;150;134;16;0;99;0.5657;-22,088579;-70,194794;-22.08858;-70.19479;school_capacity_with_region_and_province;exact_rbd_program_code;-22.08858;-70.19479;Región de Antofagasta;Tocopilla;175.0;149.0;10.0;139.0;0
200;LICEO POLITÉCNICO BICENTENARIO DE EXCELENCIA DIEGO PORTALES PALAZUELOS;TOCOPILLA;ANTOF;131000000133;200_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;728;383;345;Oui;Oui;41005|52013|53014|54019|64001;5;Fonctionne;Avec matrícula;190;170;141;29;0;268;1.4105;-22,0851;-70,195702;-22.08497;-70.19575;school_capacity_with_region_and_province;exact_rbd_program_code;-22.08497;-70.19575;Región de Antofagasta;Tocopilla;190.0;166.0;29.0;137.0;0.015
5265;COLEGIO ADVENTISTA DE ANGOL;ANGOL;ARAUC;131000000133;5265_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Autre;ADVENTISTA;593;175;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;4;4;0;0;32;0.7111;-37,812302;-72,6856;-37.8123;-72.685598;school_capacity_with_region_and_province;exact_rbd_program_code;-37.8123;-72.685598;Región de La Araucanía;Malleco;45.0;11.0;0.0;11.0;0
19952;COLEGIO ANGOL;ANGOL;ARAUC;131000000133;19952_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Autre;VALÓRICA;1079;307;0;Oui;Non;;0;Fonctionne;Avec matrícula;78;0;0;0;0;79;1.0128;-37,802799;-72,694389;-37.8028;-72.69439;school_capacity_with_region_and_province;exact_rbd_program_code;-37.8028;-72.69439;Región de La Araucanía;Malleco;78.0;4.0;0.0;4.0;0
5264;COLEGIO SAN FRANCISCO DE ASIS DE ANGOL;ANGOL;ARAUC;131000000133;5264_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1135;358;0;Oui;Non;;0;Fonctionne;Avec matrícula;120;43;43;0;0;15;0.1250;-37,795109;-72,715118;-37.79511;-72.71512;school_capacity_with_region_and_province;exact_rbd_program_code;-37.79511;-72.71512;Región de La Araucanía;Malleco;120.0;34.0;0.0;34.0;0
5267;ESCUELA AGRICOLA EL VERGEL;ANGOL;ARAUC;131000000133;5267_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Évangélique;;107;0;107;Non;Oui;72007;1;Fonctionne;Avec matrícula;45;44;37;7;0;23;0.5111;-37,82893;-72,65641;-37.82893;-72.65641;school_capacity_with_region_and_province;exact_rbd_program_code;-37.82893;-72.65641;Región de La Araucanía;Malleco;45.0;45.0;7.0;38.0;0
20068;ESCUELA PARTICULAR SAINT GEORGE;ANGOL;ARAUC;131000000131;20068_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;$50.001 A $100.000;$50.001 A $100.000;Catholique;;596;176;0;Oui;Non;;0;Fonctionne;Avec matrícula;54;2;2;0;0;17;0.3148;-37,792919;-72,711143;-37.79291;-72.71114;school_capacity_with_region_and_province;exact_rbd_program_code;-37.79291;-72.71114;Región de La Araucanía;Malleco;52.0;0.0;0.0;0.0;0.001
5219;LICEO BICENTENARIO POLITECNICO JUANITA FERNANDEZ;ANGOL;ARAUC;131000000133;5219_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;$1.000 A $10.000;Gratuit;Laïque;;806;0;806;Non;Oui;51006|53015|55023|58035|64001|64008;6;Fonctionne;Avec matrícula;240;226;190;36;0;196;0.8167;-37,803631;-72,696617;-37.80123;-72.70368;school_capacity_with_region_and_province;exact_rbd_program_code;-37.80123;-72.70368;Región de La Araucanía;Malleco;240.0;238.0;36.0;202.0;0.676
5216;LICEO COMERCIAL ARMANDO BRAVO BRAVO;ANGOL;ARAUC;131000000133;5216_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;435;0;435;Non;Oui;41002|41005|58033|61003|63011;5;Fonctionne;Avec matrícula;140;136;115;21;0;90;0.6429;-37,797901;-72,711449;-37.79791;-72.71145;school_capacity_with_region_and_province;exact_rbd_program_code;-37.79791;-72.71145;Región de La Araucanía;Malleco;175.0;175.0;27.0;148.0;0.001
